Name,Address
Royal Priesthood Supermarket,"Address: Shop 345, Alhaja Alaka Shoping Complex, Surulere, Lagos, Nigeria"
Safeway Supermarket,"Address: 7, Peoples Stree, Apapa, Lagos, Nigeria"
Shop 'N' Save Supermarket,"Address: 8a, Saka Tinubu Street, Victoria Island, Lagos, Nigeria"
Sesame Supermart & Cake Shop,"Address: 4, Oladipo Adeyemi Street, Ikorodu, Lagos, Nigeria"
Simply Gifts,"Address: 8, Oladeinde Street, Anthony, Lagos, Nigeria"
Spingfield Supermarket,"Address: 295, Ipaja Ayobo Road, Alimosho, Lagos, Nigeria"
Supreme Mart,"Address: Iponri Shopping Complex, Surulere, Lagos, Nigeria"
Unto The Lord Ventures,"Address: Shop Sh9, Amuwo Odofin Center, Amuwo Odofin, Lagos, Nigeria"
Viva Supermarket,"Address: 24, Oke Street, Shomolu, Lagos, Nigeria"
William Dokpesi Store,"Address: Plot 105a, Ajose Adeogun, Victoria Island, Lagos, Nigeria"
Breakfast King,"Address: 4 Ladipo Crescent, Surulere, Lagos, Nigeria"
Brooklyn Bistro,"Address: 24 Fola Osibo Road, Lekki, Lagos, Nigeria"
Bourbon House Cafe,"Address: 741 Adeola Hopewell Street, Victoria Island, Lagos, Nigeria"
Casper and Gambini's,"Address: 19 Agoro Odiyan Street, Victoria Island, Lagos, Nigeria"
Danfo Bistro,"Address: 2 Alexander Way, Ikoyi, Lagos, Nigeria"
Johnny Rockets,"Address: 16 Eletu Ogabi, Victoria Island, Lagos, Nigeria"
Lixaus,"Address: A044 Nassarawa Plaza, Trade Fair Complex, Lagos, Lagos, Nigeria"
Ember Creek,"Address: 32 Awolowo Road, Ikoyi, Lagos, Nigeria"
eBar29,"Address: 29, Ramlat Timson Street, Surulere, Lagos, Nigeria"
Elion House Hotel,"Address: 7/8, Agbeke Rotinwa Street, Ikoyi, Lagos, Nigeria"
Avenue Hotel,"Address: 11, Musa Yaradua Street, Victoria Island, Lagos, Nigeria"
Golden Tulip Hotel,"Address: 77, Festac Link Road, Amuwo Odofin, Lagos, Nigeria"
Colonades Hotel,"Address: 21, Kingsway Road, Ikoyi, Lagos, Nigeria"
Protea Hotel,"Address: 1700, Violet Yough Close, Victoria Island, Lagos, Nigeria"
Protea Hotel,"Address: Kuramo Waters Close, Victoria Island, Lagos, Nigeria"
Protea Hotel,"Address: Chevron Drive, Lekki, Lagos, Nigeria"
Pearl Court Residence & Hotels,"Address: Aso Street, Ikoyi, Lagos, Nigeria"
Whispering Palms,"Address: 1, James Robertson Street, Surulere, Lagos, Nigeria"
Whispering Palms,"Address: Badagry Express Way, Iworo, Lagos, Nigeria"
Tamarin Hotels,"Address: 158, Adekunle Fajuyi Way, Ikeja, Lagos, Nigeria"
Lagos Airport Hotel,"Address: 11, Obafemi Awolowo Way, Ikeja, Lagos, Nigeria"
Intercontinental Hotels & Resorts,"Address: 52, Kofo Abayomi Street, Victoria Island, Lagos, Nigeria"
The Federal Place Hotel,"Address: 6/8 Ahmadu Bello Way, Victoria Island, Lagos, Nigeria"
Welcome Center & Hotel,"Address: 70, International Airport Road, Ikeja, Lagos, Nigeria"
Hotel Bon Voyage,"Address: 57a, Marinho Drive, Victoria Island, Lagos, Nigeria"
S&S Hotels & Suites,"Address: 239, Muri Okunola Street, Victoria Island, Lagos, Nigeria"
Epe Resort & Spa,"Address: Itoikin Road, Epe, Lagos, Nigeria"
House J Suites,"Address: 1, Sir Michael Otedola Street, Ikeja, Lagos, Nigeria"
House J Suites,"Address: 11, Joel Ogunnaike Street, Ikeja, Lagos, Nigeria"
Best Western Hotel,"Address: 1228, Ahmadu Bello, Lekki, Lagos, Nigeria"
Best Western Hotel,"Address: 128, Joel Ogunnaike Street, Ikeja, Lagos, Nigeria"
DDJ Collection Hotel,"Address: I98 & I103, Road 4, Lekki, Lagos, Nigeria"
Rockview Hotels,"Address: 33, 23 Road, 2nd Avenue, Festac, Lagos, Nigeria"
Rockview Hotels,"Address: 17b, Parklane, Apapa, Lagos, Nigeria"
African Sun Amber Residence,"Address: 16, Esugbayi Street, Ikeja, Lagos, Nigeria"
De-Renaissance Hotel,"Address: 172, Obafemi Awolowo Way, Ikeja, Lagos, Nigeria"
Bogobiri House,"Address: 9, Maitama Sule Street, Ikoyi, Lagos, Nigeria"
Orchid Hotels,"Address: 3, Dreamworld Africa Way, Lekki, Lagos, Nigeria"
Hermitage Gardens Resort & Haastade Hospitality Suties,"Address: 292, Ajose Adeogun Street, Victoria Island, Lagos, Nigeria"
Hermitage Gardens Resort & Haastade Hospitality Suties,"Address: 292, Ajose Adeogun Street, Victoria Island, Lagos, Nigeria"
Hermitage Gardens Resort & Haastade Hospitality Suties,"Address: 292, Ajose Adeogun Street, Victoria Island, Lagos, Nigeria"
Care24 Business Hotels & Suites,"Address: 24 Road, F Close, Festac, Lagos, Nigeria"
KFC,"Address: 307, Adeola Odeku Street, Victoria Island, Lagos, Nigeria"
KFC,"Address: 13 Shasha Road, Akowonjo, Lagos, Nigeria"
KFC,"Address: 34, Allen Avenue Road, Ikeja, Lagos, Nigeria"
KFC,"Address: J.k. Randle Road, Lagos Island, Lagos, Nigeria"
KFC,"Address: 23 Road 4th Avenue, Festac, Lagos, Nigeria"
KFC,"Address: 283 Gbagada Expressway, Gbagada, Lagos, Nigeria"
KFC,"Address: 48 Alfred Rewane Road, Ikoyi, Lagos, Nigeria"
KFC,"Address: Kazuma Plaza, Apapa, Lagos, Nigeria"
KFC,"Address: 55, Isaac John, Ikeja, Lagos, Nigeria"
KFC,"Address: 31, Admiralty Way, Lekki, Lagos, Nigeria"
KFC,"Address: 31 Adeola Odeku Street, Victoria Island, Lagos, Nigeria"
KFC,"Address: Muritala Muhammed Airport 2, Ikeja, Lagos, Nigeria"
KFC,"Address: 24, Ijaye Road, Ogba, Lagos, Nigeria"
KFC,"Address: Jakande Round About, Lekki, Lagos, Nigeria"
KFC,"Address: 97-99 Adeniran Ogunsanya Shopping Center, Surulere, Lagos, Nigeria"
KFC,"Address: 282, Herbert Macauley Way, Yaba, Lagos, Nigeria"
Morning Side Suites,"Address: 11b, Teslim Elias Close, Victoria Island, Lagos, Nigeria"
Oven Delight Catering,"Address: Gulf Circular Road, Satellite, Lagos, Nigeria"
Hotel Ibis,"Address: 41, Murtala Mohamed International Airport Road, Isolo, Lagos, Nigeria"
Virgins Hotel,"Address: 116, Ogunlana Drive, Surulere, Lagos, Nigeria"
Love4we,"Address: 3, Betti Street, Ikotun, Lagos, Nigeria"
Fidmak Investment,"Address: 10, Balogun Street, Ikeja, Lagos, Nigeria"
His Mercy Guest House,"Address: 47, Afinjuomo Street, Mile 12, Lagos, Nigeria"
Four Points by Sheraton,"Address: Plot 9/10, Block 2, Cod Church Road, Victoria Island, Lagos, Nigeria"
A.G Leventis,"Address: 2, Iddo House, Iddo, Lagos, Nigeria"
Grand Cereals,"Address: 32, Kudirat Abiola Way, Ikeja, Lagos, Nigeria"
UAC Foods,"Address: 16, Ikorodu Road, Ojota, Lagos, Nigeria"
Noah's Ark Hotel,"Address: 14, Lai Yusuf Crescent, Lekki, Lagos, Nigeria"
Nostro Suites,"Address: 16, Dr. Adewale Oshin Street, Lekki, Lagos, Nigeria"
Bertola Machine Tools,"Address: 296, Ikorodu Road, Anthony Village, Lagos, Nigeria"
Nostro Suites,"Address: 5, Augustine Anozie Street, Lekki, Lagos, Nigeria"
Best Western Hotel,"Address: 12, Allen Avenue, Ikeja, Lagos, Nigeria"
Lakeem Suites,"Address: 16, Sunbo Jibowu Street, Ikoyi, Lagos, Nigeria"
Dizengoff WA,"Address: 11, Karimu Kotun Street, Victoria Island, Lagos, Nigeria"
Neander International School,"Address: 78, Lagos-epe Expressway, Epe, Lagos, Nigeria"
Villa Maria,"Address: 3, John Chuks Nnadi Drive, Lekki, Lagos, Nigeria"
Sabitex Hotel,"Address: 14, Lekki / Epe Expressway, Lekki, Lagos, Nigeria"
The Guest House,"Address: 3, Ojora Road, Ikoyi, Lagos, Nigeria"
Ebbyson Baby Stores,"Address: 72/74, Alade Market, Ikeja, Lagos, Nigeria"
Standard Organization Of Nigeria,"Address: 11, Kofo Abayomi Street, Victoria Island, Lagos, Nigeria"
Atlantic Shrimpers,"Address: 1, Victoria Arobieke Street, Lekki, Lagos, Nigeria"
Climax Hotel,"Address: 13/17, Akinde Street, Agege, Lagos, Nigeria"
Nelki's Place,"Address: 38, Yinka Bello Street, Lekki, Lagos, Nigeria"
Tiente,"Address: 264, Corporation Drive, Ikoyi, Lagos, Nigeria"
De-Vineplus Hotel and Suites,"Address: 17-19, Abel Oreniyi Street, Ikeja, Lagos, Nigeria"
Springfield Agro,"Address: 122-123, Oshodi/apapa Expressway, Isolo, Lagos, Nigeria"
Afcott,"Address: 122-132, Oshodi Apapa Expressway, Isolo, Lagos, Nigeria"
Sylva Link Hotel,"Address: 1, Kunle Adebowale Street, Anthony Village, Lagos, Nigeria"
Sylva Link Hotel,"Address: 9, Lanre Awolokun Street, Gbagada, Lagos, Nigeria"
Sylva Link Hotel,"Address: 4, Bush Street, Maryland, Lagos, Nigeria"
The African Garden Lodge,"Address: 418, Omofade Crescent, Ikeja, Lagos, Nigeria"
Legacy Foods,"Address: 24b, Oduduwa Crescent, Ikeja, Lagos, Nigeria"
Chesterfield Hotel,"Address: 54, Adeniyi Jones Avenue, Ikeja, Lagos, Nigeria"
Beemeys Creations,"Address: 13, Osho Street, Ikeja, Lagos, Nigeria"
Dmatel Hotel,"Address: 10, Agungi Road, Lekki, Lagos, Nigeria"
Eagles Park 1960,"Address: 7, Obokun Close, Ikeja, Lagos, Nigeria"
Vivax,"Address: 3/5, Sapara Street, Ikeja, Lagos, Nigeria"
Mama Ogochukwu Babies & Homes,"Address: Shop 76/77, Ikeja, Lagos, Nigeria"
Zarcol Industries,"Address: Suite 10, Isolo, Lagos, Nigeria"
Ziggies,"Address: Ayinde Sanni Street, Magodo, Lagos, Nigeria"
Ballycious Kitchen 'N' Cakes,"Address: 7, Association Close, Ogudu, Lagos, Nigeria"
Madox Nite Club,"Address: 82, Adetokunbo Ademola Street, Victoria Island, Lagos, Nigeria"
Clevenard Global International,"Address: 1, Ibidun Street, Surulere, Lagos, Nigeria"
Tantalizers,"Address: 367 Lagos-abeokuta Express Way, Abule Egba, Lagos, Nigeria"
Tantalizers,"Address: 35b Adetokunbo Ademola Street, Victoria Island, Lagos, Nigeria"
Tantalizers,"Address: 73 Murtala Mohammed Way, Yaba, Lagos, Nigeria"
Tantalizers,"Address: 19 Broad Street, Lagos Island, Lagos, Nigeria"
Tantalizers,"Address: 117 Allen Avenue, Ikeja, Lagos, Nigeria"
Tantalizers,"Address: 62 Kofo Abayomi Avenue, Apapa, Lagos, Nigeria"
Tantalizers,"Address: 154 Olojo Drive, Ojo, Lagos, Nigeria"
Tantalizers,"Address: 165 Ogunlana Drive, Surulere, Lagos, Nigeria"
Tantalizers,"Address: 81/87 Broad Street, Lagos Island, Lagos, Nigeria"
Tantalizers,"Address: 391 Old Ojo Road, Ojo, Lagos, Nigeria"
Tantalizers,"Address: 39 Lagos Road, Ikorodu, Lagos, Nigeria"
Tantalizers,"Address: 14 Ikotun-idimu Road, Ikotun, Lagos, Nigeria"
Tantalizers,"Address: 64 Ipaja Road, Iyana Ipaja, Lagos, Nigeria"
Tantalizers,"Address: Junction Of Admiralty Road, Lekki Phase 1, Lagos, Nigeria"
Tantalizers,"Address: Mobil Filling Statiom, Surulere, Lagos, Nigeria"
Tantalizers,"Address: 23 Road, Festac Town, Lagos, Nigeria"
Tantalizers,"Address: 58 Ijaiye Ogba Road, Ijaiye, Lagos, Nigeria"
Tantalizers,"Address: Enyo Filling Station, Ikorodu, Lagos, Nigeria"
Tantalizers,"Address: 3 Oluwakemi Street, Ketu, Lagos, Nigeria"
Tantalizers,"Address: 63 Shipeolu Street, Ilupeju, Lagos, Nigeria"
Alubarika Frozen Foods,"Address: 3rd Avenue, Festac, Lagos, Nigeria"
Commint Buka,"Address: 26, Itire Road, Surulere, Lagos, Nigeria"
Planet One,"Address: 5, Mobolaji Bank Anthony Way, Maryland, Lagos, Nigeria"
Tantalizers,"Address: 42 Lekki-epe Expressway, Ajah, Lagos, Nigeria"
Tantalizers,"Address: Nipco Filling Station, Ikorodu, Lagos, Nigeria"
Tantalizers,"Address: 75 Kudirat Abiola Way, Ikeja, Lagos, Nigeria"
Tantalizers,"Address: Plot 306b Adeola Odeku Street, Victoria Island, Lagos, Nigeria"
Ski Shawarma,"Address: 183a, Akerele Street, Surulere, Lagos, Nigeria"
Aries Suites,"Address: 12, Ogun Road, Ikoyi, Lagos, Nigeria"
Nowoola Palace Hotel and Suites,"Address: 1, Nancy Nowoola Crescent, Ibeju Lekki, Lagos, Nigeria"
Blue Lounge,"Address: 9a, Service Road, Ikeja, Lagos, Nigeria"
Kelin Court,"Address: 13, Ogun Street, Surulere, Lagos, Nigeria"
Noah's Ark Hotel & Suites,"Address: 14, Lai Yusuf Crescent, Lekki, Lagos, Nigeria"
Convergence Hotel & Suites,"Address: 7a, Acme Road, Ikeja, Lagos, Nigeria"
Tophil Caterers,"Address: 411, Arigbade Street, Ikeja, Lagos, Nigeria"
Ivory Health Club,"Address: Alfred Rewane Road, Ikoyi, Lagos, Nigeria"
Ivory Health Club,"Address: 4 Ogundana Street, Ikeja, Lagos, Nigeria"
Clear Essence California Spa & Wellness Resort,"Address: 13 Alexander Road, Ikoyi, Lagos, Nigeria"
Shepherd Hotel,"Address: 37, Bode Thomas Street, Surulere, Lagos, Nigeria"
The New World Inn,"Address: 41 - 47, Ekunola Street, Okota, Lagos, Nigeria"
Haile Selassiers,"Address: 60, Adetola Street, Surulere, Lagos, Nigeria"
Dimead Royal Link Consult,"Address: Suite 5, Egbeda, Lagos, Nigeria"
Dara Outfit,"Address: 45, Okunola Road, Egbeda, Lagos, Nigeria"
Delicious Designs,"Address: Falomo Area, Ikoyi, Lagos, Nigeria"
The Grandluxe Hotel,"Address: 4, Harold Shodipo Crescent, Ikeja, Lagos, Nigeria"
DUFIL Prima Foods,"Address: 39, Eric Moore Road, Surulere, Lagos, Nigeria"
The Walgreen Hotel by De Chills Hind,"Address: 1, Oba Olusesi Road, Lekki, Lagos, Nigeria"
Pravada Lounge,"Address: 1098b Adeola Odeku Street, Victoria Island, Lagos, Nigeria"
Daytona Supermarket,"Address: 21, Admiralty Road, Lekki, Lagos, Nigeria"
Infinity Hotel,"Address: 1, Servage Avenue, Alimosho, Lagos, Nigeria"
T Lounge,"Address: 58, Oladun Street, Idimu, Lagos, Nigeria"
Payless Supermarket,"Address: Near Abraham Adesanya Estate, Lagos, Nigeria"
Wrawley Supermarket,"Address: Mayfair Gardens Estate, Awoyaya, Lagos, Nigeria"
Carlyfunia,"Address: 4a, Industrial Avenue, Yaba, Lagos, Nigeria"
Chika's Finger,"Address: 20, Adebola Street, Surulere, Lagos, Nigeria"
Chop Box,"Address: Samuel Manuwa Street, Victoria Island, Lagos, Nigeria"
First HACCP System,"Address: 71, Yaya-abatan Street, Ogba, Lagos, Nigeria"
Abidap Hotels,"Address: 5/7, Dh Street, Ipaja, Lagos, Nigeria"
Owel-Linkso Group,"Address: 293, Akin Olugbade Street, Victoria Island, Lagos, Nigeria"
Bolafolu Foodfillment,"Address: 9, Alhaji Olaogun Drive, Surulere, Lagos, Nigeria"
High Point Hotel,"Address: 49, Bello Street, Oshodi, Lagos, Nigeria"
Astoria Caterers,"Address: 2 Emina Crescent, Ikeja, Lagos, Nigeria"
Yummi Fried Chicken Catering Services,"Address: 8, Sholanke Street, Akoka, Lagos, Nigeria"
King of Spices Catering,"Address: 52, Owodunni Street, Iwaya, Lagos, Nigeria"
Freez Photography,"Address: 16, Winco Street, Ketu, Lagos, Nigeria"
Fair Smiles,"Address: 22, Ilori Street, Isolo, Lagos, Nigeria"
Casa Lydia Hotel,"Address: 19, Glover Road, Ikoyi, Lagos, Nigeria"
Green City Farms,"Address: 12c, Talabi Street, Ikeja, Lagos, Nigeria"
Dixie Suites,"Address: 12, Ayinde Akinmade Road, Lekki, Lagos, Nigeria"
"Lekki Goat, Ram and Snail Farm","Address: Green Zone Area, Lekki, Lagos, Nigeria"
The Fish Shop,"Address: 37 Joel Ogunnaike Street, Ikeja, Lagos, Nigeria"
The Fish Shop,"Address: 4 Ashabi Adedire Street, Apapa, Lagos, Nigeria"
ZOSIA FOODS LTD,"Address: 48 Chivita Avenue, Isolo, Lagos, Nigeria"
Macdonex Hotels,"Address: 40,boladale Street, Oshodi, Lagos, Nigeria"
Splendour Suites,"Address: 4,fadeyi Aladura Street, Ikeja, Lagos, Nigeria"
Otabor ventures (Mama Gee),"Address: 25, Duro Oyedoyin Street, Surulere, Lagos, Nigeria"
Grand Venice Transit Appartment,"Address: 12, Fatai Irawo Street, Osodi-isolo, Lagos, Nigeria"
Golden Destiny Hotels,"Address: 6, Awoniyi Elemo Street, Ajao Estate, Lagos, Nigeria"
Dalian's Place Guest House,"Address: 43, Oritse Street, Ikeja, Lagos, Nigeria"
GrandVenice Transit Apartments,"Address: 12, Fatai Irawo Street, Ajao Estate, Lagos, Nigeria"
Royal Jatoz,"Address: 9, Rasmon Street, Isolo, Lagos, Nigeria"
Vine-Health Paramedic Services,"Address: 23, Bode Thomas Street, Surulere, Lagos, Nigeria"
R & R Bistro And Lounge,"Address: 3, Arepo Road, Berger, Lagos, Nigeria"
Villa Picasso Hotels,"Address: 62a, Ademola Adetokunbo, Victoria Island, Lagos, Nigeria"
De Next Centre,"Address: 16/18, Olutosin Ajayi Street, Ikeja, Lagos, Nigeria"
Oragon Hotel And Suites,"Address: 9, Oluwasijibomi Street, Ikeja, Lagos, Nigeria"
Lufasi,"Address: Majek 1st Gate,, Lekki, Lagos, Nigeria"
The Place,"Address: 4, Adeola Odeku, Victoria Island, Lagos, Nigeria"
The Place,"Address: Plot 3b Block A10 Admiralty Way, Lekki, Lagos, Nigeria"
Dymofed Ventures,"Address: 3, Daramola Street, Egbeda, Lagos, Nigeria"
Zibet Fitness And Massage Center,"Address: Kekere Ado Road, Ajah, Lagos, Nigeria"
Sectronics Intl Ltd,"Address: 16, Lekki â€“ Express Way, Lekki, Lagos, Nigeria"
Welcome Centre And Hotels,"Address: 70, International Airport Road, Ikeja, Lagos, Nigeria"
Farmshoppe,"Address: 42, Avenue Des Champs Elysã©es, Ikeja, Lagos, Nigeria"
Alfim Nigeria,"Address: 4a, Western Avenue, Surulere, Lagos, Nigeria"
Oakspring Hotels,"Address: 5, Sunday Ogunyade Street, Gbagada, Lagos, Nigeria"
Duckland Hotel And Suites,"Address: 1/3, Bashiru Oshikoya Street, Ikorodu, Lagos, Nigeria"
Lasa Hotel,"Address: 43 , Murtala Mohammed International Airport Road, Oshodi-isolo, Lagos, Nigeria"
Emota Paradise Hotel,"Address: 3/5, Olufemi Sampson Street, Ilasa, Lagos, Nigeria"
Nimmaco,"Address: 1, Abimbola Street, Isolo, Lagos, Nigeria"
Niger Biscuit Company,"Address: 33, Creek Road P.o.box 1568, Apapa, Lagos, Nigeria"
Rennies Supermarket,"Address: Vgc Lekki Expressway, Lekki, Lagos, Nigeria"
Life Flour Group,"Address: 10,adetokunbo Ademola Street, Victoria Island, Lagos, Nigeria"
Bacchus Night Club,"Address: 57 Awolowo Road,, Ikoyi, Lagos, Nigeria"
Promasidor,"Address: 3a & B Limca Way,, Isolo, Lagos, Nigeria"
Flour Mills Of Nigeria,"Address: 2, Old Dock Road, Apapa, Lagos, Nigeria"
Soupa Soup,"Address: 6, Senate Crescent, Magodo, Lagos, Nigeria"
Hd,"Address: 863 D, Adetokunbo Ademola Street, Victoria Island, Lagos, Nigeria"
Sam & Sara,"Address: 1607, Omega Bank Avenue, Victoria Island, Lagos, Nigeria"
Sam & Sara,"Address: 15a, Sasegbon Street, Ikeja, Lagos, Nigeria"
Ipaja Palace Hotel,"Address: 225, Ipaja Road, Alimosho, Lagos, Nigeria"
Sensor Merchant Nigeria,"Address: Km3 Ikorodu Road Itowolo Village, Ikorodu, Lagos, Nigeria"
Techo Quip Limited,"Address: 14-16 Olushola Ikare Street, Ikotun, Lagos, Nigeria"
Terra Kulture Boutique,"Address: 1376 Tiamiyu Savage, Victoria Island, Lagos, Nigeria"
Omoba Royal Hotel,"Address: Afilaka Steet, Ikotun, Lagos, Nigeria"
Rich Events and cuisine,"Address: Block 4, Flat 40b, Funsho Willams Street, Ojodu Berger, Lagos, Nigeria"
De Santos Hotel,"Address: 7 Shasha Road, Ikeja, Lagos, Nigeria"
Givanas Nigeria,"Address: 18/20, Burma Road, Apapa, Lagos, Nigeria"
Doyin Group,"Address: 4, Agbagbon Close, Adeola Odeku Street, Victoria Island, Lagos, Nigeria"
DVC Limited,"Address: 7/9, Ayanlu Street, Isolo, Lagos, Nigeria"
Lagra & Associates,"Address: 142/146, Oshodi-apapa Express Way, Oshodi Apapa, Lagos, Nigeria"
Junaid Group,"Address: 3, Ribadu Road, Ikoyi, Lagos, Nigeria"
Vintage Suites,"Address: 9b Dr Ezukuse Close, Lekki, Lagos, Nigeria"
Omnik,"Address: 586, Ikorodu Road, Ketu, Lagos, Nigeria"
Igbeyawo Nigeria,"Address: Ogba Lagos, Ikeja, Lagos, Nigeria"
Kensonic Nig Enterprises,"Address: H53e Alaba International Market, Badagry, Lagos, Nigeria"
ReelFruit,"Address: 2, Igbobi College Access Road, Yaba, Lagos, Nigeria"
Mimz Lounge,"Address: 52a, Omorinre Johnson Street, Lekki Phase 1, Lagos, Nigeria"
Nagode Industries,"Address: 33, Mobolaji Johnson Avenue, Oregun, Lagos, Nigeria"
Licious Desserts,"Address: 60 Allen Avenue, Ikeja, Lagos, Nigeria"
Cafe Neo,"Address: 16, Akin Adesola Street, Angelikas, Victoria Island, Lagos, Nigeria"
Cafe Neo,"Address: 19b, Adeyemi Lawson Street, Ikoyi, Lagos, Nigeria"
Cafe Neo,"Address: 6, Agoro Odiyan Street,, Lagos, Nigeria"
Cafe Neo,"Address: 39, Alfred Rewane Road,, Lagos, Nigeria"
Cafe Neo,"Address: Plots 3&4, Water Corporation Road,, Victoria Island, Lagos, Nigeria"
Smridu,"Address: 1623, Saka Jojo Street, Victoria Island, Lagos, Nigeria"
Adverture,"Address: 258 Etim Inyang Street, Victoria Island, Lagos, Nigeria"
Sailors Lounge,"Address: Plot 1 Block 12, Admiralty Road, Lekki, Lagos, Nigeria"
KoboDesk,"Address: Flat-2/7 Esther Adeleke Street, Lekki Phase 1, Lagos, Nigeria"
De Place Eatery And Bar,"Address: 51, Oladun Street, Alimosho, Lagos, Nigeria"
The Civic Centre,"Address: Ozumba Mbadiwe Road, Victoria Island, Lagos, Nigeria"
Rita Lori Hotels,"Address: 1-4, Taoridi Street, Surulere, Lagos, Nigeria"
Crepes de France,"Address: 133, Ahmadu Bello Way,, Lagos Island, Lagos, Nigeria"
Threee Arms Hotel,"Address: Plot 14 Royal Palms Drive, Ikoyi, Lagos, Nigeria"
Root4u,"Address: 27/28, Castle Rock Avenue, Lekki, Lagos, Nigeria"
DIN Logistics,"Address: 40, Adegbola Street, Anifowoshe, Ikeja, Lagos, Nigeria"
"Food, Beverage and Tobacco Senior Staff Association","Address: 32, Isaac John Street, Fadeyi, Lagos, Nigeria"
Guest Quarters,"Address: 16, Oyinkan Abayomi Drive, Ikoyi, Lagos, Nigeria"
Trendor Hotel,"Address: 4, Fadeyi Aladura Street, Ikeja, Lagos, Nigeria"
Mo'Ogbams Feedmills,"Address: Km 10, Lasu/igando Expressway, Igando, Lagos, Nigeria"
Best Foods Groups,"Address: 15 Maduike Street, Ikoyi, Lagos, Nigeria"
Avogadros and Pyhtagoras,"Address: 21 Taiwo Okoilu Street, Ogba, Lagos, Nigeria"
Farmsprite,"Address: 57 Adelabu Street, Surulere, Lagos, Nigeria"
Norland International,"Address: 28,osolo Way, Isolo, Lagos, Nigeria"
Easy Sauces,"Address: 1, Easysauces Lane, Ibeju-lekki, Lagos, Nigeria"
2dotsmarket,"Address: Lekki, Lekki, Lagos, Nigeria"
Aso Rock Hotels,"Address: 37 Abaranje Road, Alimosho, Lagos, Nigeria"
Olaiya Foods,"Address: 109 Akerele Street, Surulere, Lagos, Nigeria"
Victoria Suites,"Address: 8 Razaq Balogun Street, Surulere, Lagos, Nigeria"
Agricorp International,"Address: 10b, Ladi Alakija Street, Lekki, Lagos, Nigeria"
Yoodalo,"Address: 2nd Floor, Suites 2a & 2h, Lagos Island, Lagos, Nigeria"
Sana Global Projects,"Address: 47, Adeniyi Jones, Ikeja, Lagos, Nigeria"
KFC,"Address: Shop L80 - L81 Obafemi Awolowo Way, Ikeja, Lagos, Nigeria"
KFC,"Address: 28 Kodesoh Street, Ikeja, Lagos, Nigeria"
JustAfang & Yogiegee,"Address: 12 Admiralty Way, Lekki, Lagos, Nigeria"
